epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
117,914.302,0.76487,1.24406,0.62777,0.86174,0,1,0.89804,0.95988,0.81272,1,0.89804,0.96031,0.69431,0.64992,1.04885,0.56543,0.90548,0,0.0008516,0.0008516,0.0008516
118,922.188,0.77797,1.25763,0.61545,0.86396,0,1,0.89529,0.95707,0.80597,1,0.89529,0.93294,0.69021,0.64335,1.0738,0.56171,0.90142,0,0.0008417,0.0008417,0.0008417
119,930.025,0.77812,1.21619,0.6023,0.85823,0,0.96684,0.9,0.95656,0.80276,0.96684,0.9,0.94637,0.68995,0.64269,1.05123,0.55849,0.90041,0,0.0008318,0.0008318,0.0008318
120,937.736,0.76321,1.16675,0.58609,0.87237,0,0.96684,0.9,0.95656,0.80276,0.96684,0.9,0.94637,0.68995,0.64269,1.05123,0.55849,0.90041,0,0.0008219,0.0008219,0.0008219
121,945.603,0.73246,1.1644,0.58548,0.87961,0,1,0.89167,0.95863,0.79174,1,0.89167,0.96014,0.69272,0.65199,1.0293,0.55258,0.90564,0,0.000812,0.000812,0.000812
122,953.598,0.72494,1.20126,0.57115,0.85995,0,1,0.89167,0.95863,0.79174,1,0.89167,0.96014,0.69272,0.65199,1.0293,0.55258,0.90564,0,0.0008021,0.0008021,0.0008021
123,961.577,0.73125,1.10016,0.57094,0.87406,0,1,0.89744,0.96091,0.79769,1,0.89744,0.96173,0.68382,0.65673,0.99651,0.54626,0.90731,0,0.0007922,0.0007922,0.0007922
124,969.465,0.76874,1.20584,0.58646,0.86836,0,1,0.89812,0.96203,0.81153,1,0.89812,0.96245,0.70465,0.64161,0.97882,0.53739,0.90012,0,0.0007823,0.0007823,0.0007823
125,977.323,0.69233,1.09398,0.55894,0.86678,0,1,0.89812,0.96203,0.81153,1,0.89812,0.96245,0.70465,0.64161,0.97882,0.53739,0.90012,0,0.0007724,0.0007724,0.0007724
126,985.204,0.76433,1.22476,0.57445,0.85579,0,1,0.89788,0.96166,0.82785,1,0.89788,0.96206,0.70192,0.61912,0.96405,0.5246,0.89571,0,0.0007625,0.0007625,0.0007625
127,993.486,0.72453,1.0978,0.58196,0.8705,0,1,0.89758,0.95952,0.80746,1,0.89758,0.96035,0.6899,0.6204,0.97106,0.53018,0.90155,0,0.0007526,0.0007526,0.0007526
128,1001.6,0.75943,1.21038,0.59582,0.87242,0,1,0.89758,0.95952,0.80746,1,0.89758,0.96035,0.6899,0.6204,0.97106,0.53018,0.90155,0,0.0007427,0.0007427,0.0007427
129,1009.33,0.73652,1.23229,0.57464,0.8626,0,0.99553,0.875,0.95723,0.81198,0.99553,0.875,0.95723,0.69025,0.61186,0.97836,0.53765,0.90012,0,0.0007328,0.0007328,0.0007328
130,1016.63,0.70844,1.09059,0.55034,0.8606,0,0.99553,0.875,0.95723,0.81198,0.99553,0.875,0.95723,0.69025,0.61186,0.97836,0.53765,0.90012,0,0.0007229,0.0007229,0.0007229
131,1024.25,0.75986,1.19594,0.58197,0.85959,0,0.97336,0.91376,0.96148,0.81489,0.9959,0.875,0.93361,0.70435,0.60876,0.98573,0.53881,0.89663,0,0.000713,0.000713,0.000713
132,1031.62,0.67375,1.07983,0.5482,0.84763,0,1,0.8967,0.96355,0.81705,1,0.8967,0.96397,0.70177,0.61273,0.97707,0.53498,0.89592,0,0.0007031,0.0007031,0.0007031
133,1039.23,0.69621,1.07818,0.55616,0.84868,0,1,0.8967,0.96355,0.81705,1,0.8967,0.96397,0.70177,0.61273,0.97707,0.53498,0.89592,0,0.0006932,0.0006932,0.0006932
134,1046.76,0.6881,1.09525,0.54832,0.85379,0,0.99502,0.875,0.96022,0.82525,0.99502,0.875,0.961,0.69993,0.6112,0.95542,0.53134,0.89701,0,0.0006833,0.0006833,0.0006833
135,1054.4,0.65823,1.04531,0.54787,0.84619,0,0.99474,0.875,0.95926,0.81329,0.99474,0.875,0.96001,0.70966,0.61653,0.96442,0.52987,0.8959,0,0.0006734,0.0006734,0.0006734
136,1061.8,0.73205,1.16694,0.55872,0.85142,0,0.99474,0.875,0.95926,0.81329,0.99474,0.875,0.96001,0.70966,0.61653,0.96442,0.52987,0.8959,0,0.0006635,0.0006635,0.0006635
137,1069.32,0.71026,1.12236,0.55752,0.85658,0,0.94859,0.92268,0.95985,0.81803,0.94859,0.92268,0.96132,0.69708,0.6174,0.96842,0.52216,0.89755,0,0.0006536,0.0006536,0.0006536
138,1076.65,0.69603,1.1582,0.54711,0.85081,0,0.94859,0.92268,0.95985,0.81803,0.94859,0.92268,0.96132,0.69708,0.6174,0.96842,0.52216,0.89755,0,0.0006437,0.0006437,0.0006437
139,1084.05,0.72865,1.12223,0.55248,0.86187,0,0.97132,0.925,0.96386,0.8285,0.97132,0.925,0.96518,0.71008,0.61557,0.96385,0.51732,0.8934,0,0.0006338,0.0006338,0.0006338
140,1091.35,0.69801,1.0994,0.55185,0.85997,0,0.99105,0.875,0.96449,0.84099,0.99105,0.875,0.93875,0.72851,0.61599,0.95794,0.51343,0.89293,0,0.0006239,0.0006239,0.0006239
141,1098.93,0.70689,1.10124,0.54979,0.84973,0,0.99105,0.875,0.96449,0.84099,0.99105,0.875,0.93875,0.72851,0.61599,0.95794,0.51343,0.89293,0,0.000614,0.000614,0.000614
142,1106.17,0.71395,1.02372,0.55258,0.86484,0,0.9923,0.875,0.96399,0.82803,0.9923,0.875,0.96591,0.70225,0.62129,0.94458,0.52096,0.89648,0,0.0006041,0.0006041,0.0006041
143,1113.77,0.71828,1.06958,0.57077,0.86508,0,0.99426,0.875,0.96359,0.81884,0.99426,0.875,0.96736,0.70335,0.61116,0.9383,0.51242,0.89608,0,0.0005942,0.0005942,0.0005942
144,1121.19,0.78731,1.17385,0.9097,0.88148,0,0.99426,0.875,0.96359,0.81884,0.99426,0.875,0.96736,0.70335,0.61116,0.9383,0.51242,0.89608,0,0.0005843,0.0005843,0.0005843
145,1128.71,0.71121,1.11493,0.55142,0.84954,0,0.9921,0.875,0.96827,0.82047,0.9921,0.875,0.94153,0.70737,0.60411,0.94485,0.502,0.89701,0,0.0005744,0.0005744,0.0005744
146,1135.92,0.67722,1.07329,0.5687,0.8596,0,0.9921,0.875,0.96827,0.82047,0.9921,0.875,0.94153,0.70737,0.60411,0.94485,0.502,0.89701,0,0.0005645,0.0005645,0.0005645
147,1143.26,0.69083,1.09156,0.53739,0.85896,0,0.99471,0.875,0.965,0.83089,0.99471,0.875,0.96757,0.71174,0.58576,0.92903,0.50451,0.89369,0,0.0005546,0.0005546,0.0005546
148,1150.57,0.70697,1.06527,0.5896,0.85508,0,0.92539,0.93035,0.96641,0.84502,0.92539,0.93035,0.96821,0.71084,0.58618,0.92113,0.51259,0.8927,0,0.0005447,0.0005447,0.0005447
149,1158.06,0.66652,1.02492,0.53659,0.84944,0,0.92539,0.93035,0.96641,0.84502,0.92539,0.93035,0.96821,0.71084,0.58618,0.92113,0.51259,0.8927,0,0.0005348,0.0005348,0.0005348
150,1165.35,0.71698,1.11229,0.54639,0.86273,0,0.94387,0.925,0.96641,0.83425,0.94387,0.925,0.96953,0.70398,0.59233,0.92685,0.51214,0.89703,0,0.0005249,0.0005249,0.0005249
151,1173.08,0.71406,1.08645,0.55584,0.84828,0,0.94965,0.94325,0.96633,0.82035,0.94965,0.94325,0.97048,0.69868,0.59663,0.92879,0.52533,0.89853,0,0.000515,0.000515,0.000515
152,1180.5,0.71468,1.0527,0.57037,0.85302,0,0.94965,0.94325,0.96633,0.82035,0.94965,0.94325,0.97048,0.69868,0.59663,0.92879,0.52533,0.89853,0,0.0005051,0.0005051,0.0005051
153,1187.94,0.69217,1.08245,0.54582,0.8456,0,0.97265,0.9,0.96635,0.83864,0.97265,0.9,0.94417,0.70638,0.58922,0.92889,0.52317,0.89593,0,0.0004952,0.0004952,0.0004952
154,1195.29,0.67448,1.08477,0.52654,0.84877,0,0.97265,0.9,0.96635,0.83864,0.97265,0.9,0.94417,0.70638,0.58922,0.92889,0.52317,0.89593,0,0.0004853,0.0004853,0.0004853
155,1202.84,0.71025,1.08372,0.53821,0.84361,0,0.96004,0.9,0.96497,0.83286,0.99561,0.875,0.94152,0.70074,0.59049,0.92824,0.51708,0.89449,0,0.0004754,0.0004754,0.0004754
156,1210.22,0.68225,1.09678,0.54036,0.85445,0,0.95835,0.9,0.96457,0.83887,0.97195,0.9,0.94047,0.7134,0.58855,0.92409,0.50916,0.89331,0,0.0004655,0.0004655,0.0004655
157,1217.87,0.671,1.02577,0.53762,0.86031,0,0.95835,0.9,0.96457,0.83887,0.97195,0.9,0.94047,0.7134,0.58855,0.92409,0.50916,0.89331,0,0.0004556,0.0004556,0.0004556
158,1225.2,0.66428,1.08703,0.5371,0.84737,0,0.97338,0.91436,0.96518,0.82584,0.97338,0.91436,0.96901,0.69868,0.57844,0.91958,0.5002,0.89456,0,0.0004457,0.0004457,0.0004457
159,1232.91,0.70859,1.14337,0.54763,0.85588,0,1,0.89185,0.96413,0.82666,1,0.89185,0.96861,0.69799,0.58536,0.91242,0.49799,0.89599,0,0.0004358,0.0004358,0.0004358
160,1240.27,0.70423,1.06091,0.54231,0.84452,0,1,0.89185,0.96413,0.82666,1,0.89185,0.96861,0.69799,0.58536,0.91242,0.49799,0.89599,0,0.0004259,0.0004259,0.0004259
161,1248.02,0.72698,1.10664,0.54407,0.84766,0,1,0.89022,0.96386,0.82061,1,0.89022,0.96712,0.69699,0.5888,0.91282,0.49556,0.89367,0,0.000416,0.000416,0.000416
162,1255.52,0.67854,1.05632,0.54634,0.84531,0,1,0.89022,0.96386,0.82061,1,0.89022,0.96712,0.69699,0.5888,0.91282,0.49556,0.89367,0,0.0004061,0.0004061,0.0004061
163,1263.16,0.65775,1.01531,0.52148,0.83363,0,1,0.87442,0.96231,0.81709,1,0.87442,0.96231,0.69224,0.58807,0.91743,0.49665,0.89228,0,0.0003962,0.0003962,0.0003962
164,1270.74,0.70443,1.06563,0.54128,0.84471,0,0.94844,0.91985,0.9607,0.81523,0.94844,0.91985,0.9607,0.70077,0.58851,0.92155,0.49619,0.89421,0,0.0003863,0.0003863,0.0003863
165,1278.33,0.69279,1.11621,0.53423,0.84002,0,0.94844,0.91985,0.9607,0.81523,0.94844,0.91985,0.9607,0.70077,0.58851,0.92155,0.49619,0.89421,0,0.0003764,0.0003764,0.0003764
166,1285.75,0.67796,1.0491,0.527,0.83063,0,0.94826,0.91647,0.96231,0.82451,0.94826,0.91647,0.96231,0.70833,0.58889,0.91274,0.49191,0.8964,0,0.0003665,0.0003665,0.0003665
167,1293.36,0.67254,1.06013,0.52997,0.84017,0,0.97283,0.89536,0.95965,0.82502,0.97283,0.89536,0.96,0.70457,0.58294,0.90279,0.49733,0.89672,0,0.0003566,0.0003566,0.0003566
168,1301.99,0.63517,1.04849,0.52277,0.84372,0,0.97283,0.89536,0.95965,0.82502,0.97283,0.89536,0.96,0.70457,0.58294,0.90279,0.49733,0.89672,0,0.0003467,0.0003467,0.0003467
169,1309.97,0.66336,1.08722,0.51915,0.84029,0,0.9728,0.89418,0.95965,0.82503,0.9728,0.89418,0.96,0.7156,0.57692,0.89693,0.49717,0.89514,0,0.0003368,0.0003368,0.0003368
170,1317.54,0.64942,1.07618,0.51209,0.84474,0,0.9728,0.89418,0.95965,0.82503,0.9728,0.89418,0.96,0.7156,0.57692,0.89693,0.49717,0.89514,0,0.0003269,0.0003269,0.0003269
171,1325.23,0.65149,1.04844,0.51821,0.83462,0,0.97293,0.89872,0.96072,0.83239,0.97293,0.89872,0.96147,0.7241,0.56902,0.89453,0.49486,0.89377,0,0.000317,0.000317,0.000317
172,1332.63,0.72362,1.05676,0.52635,0.85865,0,0.96927,0.9,0.95931,0.83972,0.96927,0.9,0.96052,0.70982,0.57247,0.88623,0.49393,0.89684,0,0.0003071,0.0003071,0.0003071
173,1340.15,0.67954,0.99371,0.54176,0.84267,0,0.96927,0.9,0.95931,0.83972,0.96927,0.9,0.96052,0.70982,0.57247,0.88623,0.49393,0.89684,0,0.0002972,0.0002972,0.0002972
174,1347.51,0.63548,0.98971,0.51596,0.83927,0,0.96803,0.9,0.95978,0.83594,0.96803,0.9,0.9602,0.70748,0.57651,0.88027,0.4899,0.89654,0,0.0002873,0.0002873,0.0002873
175,1354.94,0.68206,1.08759,0.52534,0.8488,0,0.96685,0.9,0.96052,0.83728,0.92659,0.9467,0.96172,0.69686,0.57836,0.87331,0.48298,0.89508,0,0.0002774,0.0002774,0.0002774
176,1362.53,0.68818,1.00963,0.52351,0.83405,0,0.96685,0.9,0.96052,0.83728,0.92659,0.9467,0.96172,0.69686,0.57836,0.87331,0.48298,0.89508,0,0.0002675,0.0002675,0.0002675
177,1370.2,0.67563,1.05439,0.52311,0.84946,0,0.96543,0.9,0.96119,0.83608,0.92657,0.94649,0.96284,0.70044,0.57598,0.86677,0.48272,0.89222,0,0.0002576,0.0002576,0.0002576
178,1377.76,0.74499,1.08229,0.55946,0.85049,0,0.96543,0.9,0.96119,0.83608,0.92657,0.94649,0.96284,0.70044,0.57598,0.86677,0.48272,0.89222,0,0.0002477,0.0002477,0.0002477
179,1384.96,0.6464,1.11269,0.54831,0.83923,0,0.96419,0.9,0.96191,0.83001,0.92656,0.94628,0.96468,0.69143,0.57855,0.86568,0.48672,0.89347,0,0.0002378,0.0002378,0.0002378
180,1392.08,0.67045,1.03025,0.53451,0.84849,0,0.96463,0.9,0.9612,0.82903,0.92656,0.94633,0.9638,0.70168,0.57923,0.86563,0.49131,0.89446,0,0.0002279,0.0002279,0.0002279
181,1399.02,0.61661,0.93302,0.53467,0.83263,0,0.96463,0.9,0.9612,0.82903,0.92656,0.94633,0.9638,0.70168,0.57923,0.86563,0.49131,0.89446,0,0.000218,0.000218,0.000218
182,1405.67,0.66557,1.11746,0.55132,0.83804,0,0.96626,0.9,0.96197,0.82948,0.92661,0.94706,0.96406,0.71026,0.58226,0.86877,0.50191,0.89788,0,0.0002081,0.0002081,0.0002081
183,1412.54,0.63323,0.9893,0.53524,0.82979,0,0.99129,0.875,0.96037,0.83482,0.99129,0.875,0.96245,0.71079,0.59228,0.87427,0.50135,0.89832,0,0.0001982,0.0001982,0.0001982
184,1419.13,0.62313,1.03488,0.51974,0.8337,0,0.99129,0.875,0.96037,0.83482,0.99129,0.875,0.96245,0.71079,0.59228,0.87427,0.50135,0.89832,0,0.0001883,0.0001883,0.0001883
185,1425.92,0.64025,1.01225,0.52433,0.83472,0,0.99525,0.875,0.96115,0.82142,0.99525,0.875,0.96197,0.70768,0.59048,0.87951,0.50189,0.8976,0,0.0001784,0.0001784,0.0001784
186,1432.64,0.64584,1.06525,0.51912,0.84259,0,0.99525,0.875,0.96115,0.82142,0.99525,0.875,0.96197,0.70768,0.59048,0.87951,0.50189,0.8976,0,0.0001685,0.0001685,0.0001685
187,1439.47,0.61227,0.99427,0.50935,0.83867,0,0.96847,0.9,0.96115,0.82675,0.96847,0.9,0.96155,0.70603,0.58623,0.87907,0.4996,0.89726,0,0.0001586,0.0001586,0.0001586
188,1446.26,0.62149,1.0053,0.51574,0.8301,0,0.96924,0.9,0.96283,0.83375,0.96924,0.9,0.96325,0.70453,0.5835,0.87949,0.49665,0.89791,0,0.0001487,0.0001487,0.0001487
189,1453.09,0.58382,0.94132,0.49803,0.82178,0,0.96924,0.9,0.96283,0.83375,0.96924,0.9,0.96325,0.70453,0.5835,0.87949,0.49665,0.89791,0,0.0001388,0.0001388,0.0001388
190,1459.94,0.60411,0.96284,0.50293,0.81462,0,0.97065,0.9,0.96418,0.83077,0.92668,0.94799,0.96468,0.71478,0.58076,0.88327,0.49134,0.89843,0,0.0001289,0.0001289,0.0001289
